code,description
G8542,Doc funct no deficiencies
G8543,Cur funct asses; no care pln
G8544,Cabg measures grp
G8545,Hepc measures grp
G8547,Ivd measures grp
G8548,Hf measures grp
G8549,Hepc mg qual act perform
G8551,Hf mg qual act perform
G8552,Ivd mg qual act perform
G8559,Pt ref doc oto eval
G8560,Pt hx act drain prev 90 days
G8561,Pt inelig for ref oto eval
G8562,Pt no hx act drain 90 d
G8563,Pt no ref oto reas no spec
G8564,Pt ref oto eval
G8565,Ver doc hear loss
G8566,Pt inelig ref oto eval
G8567,Pt no doc hear loss
G8568,Pt no ref otolo no spec
G8569,Prol intubation req
G8570,No prol intub req
G8571,Ster wd ifx 30 d postop
G8572,No ster wd ifx
G8573,Stk cabg
G8574,No strk cabg
G8575,Postop ren fail
G8576,No postop ren fail
G8577,Reop req bld grft oth
G8578,No reop req bld grft oth
G8579,Antplt med disch
G8580,Antplt med contraind
G8581,No antplt med disch
G8582,Bblock disch
G8583,Bblock contraind
G8584,No bblock disch
G8585,Antilipid treat disch
G8586,Antlip disch contra
G8587,No antlipid treat disch
G8593,Lipid pn results
G8594,No lipid prof perf
G8595,Ldl < 100
G8597,Ldl >= 100
G8598,Asa/antiplat ther used
G8599,No asa/antiplat ther use rng
G8600,Tpa initi w/in 4.5 hr
G8601,No elig tpa init w/in 4.5 hr
G8602,No tpa init w/in 4.5 hr
G8627,Surg proc w/in 30 days
G8628,No surg proc w/in 30 days
G8629,Doc antibio order b/4 surg
G8630,Doc antibio given b/4 surg
G8631,Pt no elg 4 order antbi give
G8632,Doc no antibi order b/4 surg
G8633,Pharm ther osteo rx
G8634,Pt no elg phar ther osteo
G8635,No pharm ther osteo rx
G8645,Asthma measures grp
G8646,Asthma mg qual act perform
G8647,Rafscrs ki scor >= 0
G8648,Rafscrs ki scor < 0
G8649,Rafscrs ki no scor
G8650,Rafs crs ki no scor no rsn
G8651,Rafscrs hi scor >=0
G8652,Rafscrs hi scor < 0
G8653,Rafscrs hi no scor
G8654,Rafs crs hi no scor no surv
G8655,Rafscrs llfai scor >= 0
G8656,Rafscrs llfai scor < 0
G8657,Rafscrs llfai no scor
G8658,Rafscrs llfai no scor + surv
G8659,Rafscrs lbi scor >= 0
G8660,Rafscrs lbi scor < 0
G8661,Rafscrs lbi no scor
G8662,Rafs crs lbi no scor no surv
G8663,Rafscrs si scor >= 0
G8664,Rafscrs si scor < 0
G8665,Rafscrs si no scor
G8666,Rafs crs si no scor no surv
G8667,Rafscrs ewh scor >= 0
G8668,Rafscrs ewh scor < 0
G8669,Rafscrs
G8670,Rafs crs ewh no scor no surv
G8671,Rafscrs goi scor >= 0
G8672,Rafscrs goi scor < 0
G8673,Rafscrs goi no scor
G8674,"Rafscrs neck, no msr/no foto"
G8682,Lvg test perf
G8683,Pt not elig for lvf test
G8685,Lvf test not perf
G8694,Lvef <=40%
G8696,Antithromb thx presc
G8697,Antithromb no presc doc reas
G8698,Antithromb no presc no reas
G8699,Rehab ordered disch
G8700,Rehab not indicated disch
G8701,Rehab not ordered
G8702,Antiobiotics 4 hr prior surg
G8703,Antibiotics not prior surg
G8704,Ecg performed
G8705,Med reas no ecg
G8706,Pt reas no ecg
G8707,Ecg not performed
G8708,Antibiotic not pres
G8709,Uri ep compete diag
G8710,Pt pres antibiotic
G8711,Pres antibx on/within 3 day
G8712,Not pres antibiotic
G8713,Spkt/v great 1.2 kt/v
G8714,Hemodialysis 3 times week
G8717,Less 1.2 kt/v
G8718,Great 1.7 kt/v per week
G8720,Less 1.7 kt/v per week
G8721,"Pt, pn, hist grade doc"
G8722,"Med reas pt, pn, not doc"
G8723,Spec sit not prim tumor
G8724,"Pt, pn, hist grade not doc"
G8725,Lipid profile perf doc
G8726,Doc reas no lipid profile
G8728,Lipid profile not perf
G8730,Pain doc pos and plan
G8731,Pain neg no plan
G8732,No doc of pain
G8733,Doc pos elder mal scrn plan
G8734,Doc neg eld req
G8735,Eld mal scrn pos no plan
G8736,Ldl-c <100mg/dl
G8737,Ldl-c >=100mg/dl
G8738,Lvef < 40%
G8739,Lvef >= 40%
G8740,Lvef not perfrmd
G8749,No signs melanoma
G8751,Smkg status not assess
G8752,Sys bp less 140
G8753,Sys bp > or = 140
G8754,Dias bp less 90
G8755,Dias bp > or = 90
G8756,No bp measure doc
G8757,Copd mg qual act perform
G8758,Ibd mg qual act perform
G8759,Osa mg qual act perform
G8761,Dementia mg qual act perform
G8762,Pd mg qual act perform
G8763,Hyperten mg qual act perform
G8764,Car prev mg qual act perform
G8765,Cataract mg qual act perform
G8767,Lipid panel res doc rev
G8768,Doc med reas no lipid profle
G8769,Lipid profile not perform
G8770,Urine protein test doc rev
G8771,Doc dx ckd
G8772,Doc med reas no urine protn
G8773,No urine protein test
G8774,Serum creatinine doc rev
G8775,Doc med reas no serum crtn
G8776,No serum creatinine test
G8777,Diabetes screen
G8778,Doc med reas no diabete scrn
G8779,No diabetes screen
G8780,Counsel diet phys activity
G8781,Doc med reas no counsel diet
G8782,No counsel diet phys act
G8783,Bp scrn perf rec interval
G8784,Pt no elig for bp assess
G8785,Bp scrn no perf at interval
G8797,Specimen site not esophagus
G8798,Specimen site not prostate
G8806,Perf ultrsnd to lct preg doc
G8807,No ta tv ultrasnd
G8808,"Ultrasound not perf, rng"
G8809,Rh-immunoglobulin order
G8810,Doc reas no rh-immuno
G8811,No rh-immunoglobulin order
G8815,Doc reas no statin therapy
G8816,Statin med pres at disch
G8817,Doc reas no statin med disch
G8818,Pt disch to home by day#7
G8825,Pt not disch to home day#7
G8826,Pt disch home day #2 evar
G8833,Pt not disch home day#2 evar
G8834,Pt disch home day #2 cea
G8838,Not disch home by day #2
G8839,Sleep apnea assess
G8840,Doc reas no sleep apnea
G8841,No sleep apnea assess
G8842,Ahi rdi rei doc win 2mo
G8843,Doc reas no ahi rdi rei
G8844,No ahi rdi rei ini dx no rsn
G8845,Pos airway press prescribed
G8846,Mod or severe osa
G8848,Mild osa
G8849,Doc reas no pos air press
G8850,No pap prescribed
G8851,Adhere tx assess at lst ann
G8852,Pos air press prescribe
G8853,Pos air press not prescribe
G8854,Reas no adhere therapy
G8855,Ther not assessed annually
G8856,Ref for oto eval
G8857,No elig ref for oto eval
G8858,Not ref for oto eval
G8859,Corticosteroids 10mg 60 days
G8860,Corticosteroid 10 mg 60 days
G8861,Dxa ordered for osteo
G8862,No corticostrd 10mg 60 days
G8863,No assess bone loss
G8864,Pneumococcal vaccine admin
G8865,Doc med reas no pneumococcal
G8866,Doc pt reas no pneumococcal
G8867,No pneumococcal admin
G8868,1st course antitnf
G8869,Doc immune hep b antitnf
G8870,Hepb admin 1st antitnf
G8871,No 1st antitnf
G8872,Intraop image confirm excise
G8873,Specimen not intraop image
G8874,Tissue not image intraop
G8875,Breast cancer dx min invsive
G8876,Doc reas no min inv dx
G8877,No brst cncr dx min invasive
G8878,Sent lymph node biopsy
G8879,Node neg inv brst cncr
G8880,Sen lym p node biop not perf
G8881,Brst cncr stage > t1n0m0
G8882,No sent lymph node biopsy
G8883,"Rev, comm, track, doc biopsy"
G8884,Doc reas biopsy not review
G8885,"No rev, comm, track biopsy"
G8886,Bp under control
G8887,Doc med reas bp not control
G8888,Bp not under control
G8889,No doc bp
G8890,Ldl-c under control
G8891,Doc med reas no ldl-c contrl
G8892,Doc med reas no ldl-c test
G8893,Ldl-c not under control
G8894,Ldl-c not performed
G8895,Antrom prescribe
G8896,Doc med reas no antihtrom
G8897,Antithrom not prescribe
G8898,Copd measures group
G8899,Inflammatory bowel dis mg
G8900,Obstructive sleep apnea mg
G8902,Dementia measures group
G8903,Parkinson's disease mg
G8904,Hypertension mg
G8905,Cardiovascular prevention mg
G8906,Cataract measures group
G8907,Pt doc no events on discharg
G8908,Pt doc w burn prior to d/c
G8909,Pt doc no burn prior to d/c
G8910,Pt doc to have fall in asc
G8911,Pt doc no fall in asc
G8912,Pt doc with wrong event
G8913,Pt doc no wrong event
G8914,Pt trans to hosp post d/c
G8915,Pt not trans to hosp at d/c
G8916,Pt w iv ab given on time
G8917,Pt w iv ab not given on time
G8918,Pt w/o preop order iv ab pro
G8923,Lvef <= 40% or lvsd
G8924,Spir res doc fev1/fvc<70%
G8925,Spir fev1/fvc>=60% & no copd
G8926,Spiro no perf or doc
G8927,Adj chem pres ajcc iii
G8928,Adj chem not pres rsn spec
G8929,Adj cmo not pres rsn not gvn
G8930,Assess of dep @ initial eval
G8931,Asses of dep not documented
G8932,Suicd rsk assessed init eval
G8933,Suicide risk not assessed
G8934,Lvef <=40% or dep lv sys fcn
G8935,Rx ace or arb therapy
G8936,Pt not eligible ace/arb
G8937,No rx ace/arb therapy
G8938,Bmi doc onl fup nt doc
G8939,"Pain as doc positive, no f/u"
G8940,"Scr dep pos, no plan done"
G8941,Eld maltreatment doc as pos
G8942,Doc fcn/care plan w/30 days
G8943,Ldlc not pres w/i 12 mo prir
G8944,Ajcc mel cnr stg 0 - iic
G8946,Mibm but no dx of breast ca
G8947,1 or more neuropsych
G8948,No neuropsych symptoms
G8949,Doc pt reas on counsel diet
G8950,"Pre-htn or htn doc, f/u indc"
G8951,"Pre-htn/htn doc, no pt f/u"
G8952,"Pre-htn/htn, no f/u, not gvn"
G8953,Oncology mg qual act perform
G8955,Most recent assess vol mgmt
G8956,Pt rcv hedia outpt dyls fac
G8957,Pt no hedia in outpt fac
G8958,Assess vol mgmt not doc
G8959,Clin tx mdd comm to tx clin
G8960,Clin tx mdd not comm
G8961,Csit lowrisk surg pts preop
G8962,Csit on pt any reas 30 days
G8963,Csi per asx pt w/pci 2 yrs
G8964,Csi any other than pci 2 yr
G8965,Csit perf on low chd rsk
G8966,Csit perf sx or high chd rsk
G8967,Warf or other fda drug presc
G8968,Doc med not presb
G8969,Doc pt rsn no presc warf/fda
G8970,No rsk fac or 1 mod risk te
G8971,Warfrn or othr antcog no rx
G8972,1>=risk or>= mod risk for te
G8973,Mst rcnt hbb < 10g/dl
G8974,Hgb not doc rns not gvn
G8975,"Hgb <10g/dl, med rsn"
G8976,Hgb >= 10 g/dl
G8977,Oncology measures grp
G8978,Mobility current status
G8979,Mobility goal status
G8980,Mobility d/c status
G8981,Body pos current status
G8982,Body pos goal status
G8983,Body pos d/c status
G8984,Carry current status
G8985,Carry goal status
G8986,Carry d/c status
G8987,Self care current status
G8988,Self care goal status
G8989,Self care d/c status
G8990,Other pt/ot current status
G8991,Other pt/ot goal status
G8992,Other pt/ot  d/c status
G8993,Sub pt/ot current status
G8994,Sub pt/ot goal status
G8995,Sub pt/ot d/c status
G8996,Swallow current status
G8997,Swallow goal status
G8998,Swallow d/c status
G8999,Motor speech current status
G9001,"Mccd, initial rate"
G9002,"Mccd,maintenance rate"
G9003,"Mccd, risk adj hi, initial"
G9004,"Mccd, risk adj lo, initial"
G9005,"Mccd, risk adj, maintenance"
G9006,"Mccd, home monitoring"
G9007,"Mccd, sch team conf"
G9008,"Mccd,phys coor-care ovrsght"
G9009,"Mccd, risk adj, level 3"
G9010,"Mccd, risk adj, level 4"
G9011,"Mccd, risk adj, level 5"
G9012,Other specified case management service not elsewhere classified
G9013,Esrd demo bundle level i
G9014,Esrd demo bundle-level ii
G9016,Demo-smoking cessation coun
G9017,Amantadine hcl 100mg oral
G9018,"Zanamivir,inhalation pwd 10m"
G9019,Oseltamivir phosphate 75mg
G9020,Rimantadine hcl 100mg oral
G9033,Amantadine hcl oral brand
G9034,"Zanamivir, inh pwdr, brand"
G9035,"Oseltamivir phosp, brand"
G9036,"Rimantadine hcl, brand"
G9037,Intrpro req fr rec phys/qhcp
G9038,Co-management services
G9050,Oncology work-up evaluation
G9051,Oncology tx decision-mgmt
G9052,Onc surveillance for disease
G9053,Onc expectant management pt
G9054,Onc supervision palliative
G9055,"Oncology; primary focus of visit; other, unspecified service not otherwise listed (for use in a medicare-approved demonstration project)"
G9056,Onc prac mgmt adheres guide
G9057,Onc pract mgmt differs trial
G9058,Onc prac mgmt disagree w/gui
G9059,Onc prac mgmt pt opt alterna
G9060,Onc prac mgmt dif pt comorb
G9061,Onc prac cond noadd by guide
G9062,Onc prac guide differs nos
G9063,Onc dx nsclc stgi no progres
G9064,Onc dx nsclc stg2 no progres
G9065,Onc dx nsclc stg3a no progre
G9066,Onc dx nsclc stg3b-4 metasta
G9067,Onc dx nsclc dx unknown nos
G9068,Onc dx sclc/nsclc limited
G9069,Onc dx sclc/nsclc ext at dx
G9070,Onc dx sclc/nsclc ext unknwn
G9071,"Onc dx brst stg1-2b hr,nopro"
G9072,Onc dx brst stg1-2 noprogres
G9073,"Onc dx brst stg3-hr, no pro"
G9074,Onc dx brst stg3-noprogress
G9075,Onc dx brst metastic/ recur
G9077,Onc dx prostate t1no progres
G9078,Onc dx prostate t2no progres
G9079,Onc dx prostate t3b-t4noprog
G9080,Onc dx prostate w/rise psa
G9083,Onc dx prostate unknwn nos
G9084,"Onc dx colon t1-3,n1-2,no pr"
G9085,"Onc dx colon t4, n0 w/o prog"
G9086,Onc dx colon t1-4 no dx prog
G9087,Onc dx colon metas evid dx
G9088,Onc dx colon metas noevid dx
G9089,Onc dx colon extent unknown
G9090,Onc dx rectal t1-2 no progr
G9091,Onc dx rectal t3 n0 no prog
G9092,"Onc dx rectal t1-3,n1-2noprg"
G9093,"Onc dx rectal t4,n,m0 no prg"
G9094,Onc dx rectal m1 w/mets prog
G9095,Onc dx rectal extent unknwn
G9096,Onc dx esophag t1-t3 noprog
G9097,Onc dx esophageal t4 no prog
G9098,Onc dx esophageal mets recur
G9099,Onc dx esophageal unknown
G9100,Onc dx gastric no recurrence
G9101,Onc dx gastric p r1-r2noprog
G9102,Onc dx gastric unresectable
G9103,Onc dx gastric recurrent
G9104,Onc dx gastric unknown nos
G9105,Onc dx pancreatc p r0 res no
G9106,Onc dx pancreatc p r1/r2 no
G9107,Onc dx pancreatic unresectab
G9108,Onc dx pancreatic unknwn nos
G9109,Onc dx head/neck t1-t2no prg
G9110,Onc dx head/neck t3-4 noprog
G9111,Onc dx head/neck m1 mets rec
G9112,Onc dx head/neck ext unknown
G9113,Onc dx ovarian stg1a-b no pr
G9114,Onc dx ovarian stg1a-b or 2
G9115,Onc dx ovarian stg3/4 noprog
G9116,Onc dx ovarian recurrence
G9117,Onc dx ovarian unknown nos
G9123,Onc dx cml chronic phase
G9124,Onc dx cml acceler phase
G9125,Onc dx cml blast phase
G9126,Onc dx cml remission
G9128,Onc dx multi myeloma stage i
G9129,Onc dx mult myeloma stg2 hig
G9130,Onc dx multi myeloma unknown
G9131,Onc dx brst unknown nos
G9132,Onc dx prostate mets no cast
G9133,Onc dx prostate clinical met
G9134,Onc nhlstg 1-2 no relap no
G9135,Onc dx nhl stg 3-4 not relap
G9136,Onc dx nhl trans to lg bcell
G9137,Onc dx nhl relapse/refractor
G9138,Onc dx nhl stg unknown
G9139,Onc dx cml dx status unknown
G9140,Frontier extended stay demo
G9143,Warfarin respon genetic test
G9147,Outpt iv insulin tx any mea
G9148,Medical home level 1
G9149,Medical home level ii
G9150,Medical home level iii
G9151,Mapcp demo state
G9152,Mapcp demo community
G9153,Mapcp demo physician
G9156,Evaluation for wheelchair
G9157,Transesoph doppl cardiac mon
G9158,Motor speech d/c status
G9159,Lang comp current status
G9160,Lang comp goal status
G9161,Lang comp d/c status
G9162,Lang express current status
G9163,Lang express goal status
G9164,Lang express d/c status
G9165,Atten current status
G9166,Atten goal status
G9167,Atten d/c status
G9168,Memory current status
G9169,Memory goal status
G9170,Memory d/c status
G9171,Voice current status
G9172,Voice goal status
G9173,Voice d/c status
G9174,Speech lang current status
G9175,Speech lang goal status
G9176,Speech lang d/c status
G9186,Motor speech goal status
G9187,Bpci home visit
G9188,Beta not given no reason
G9189,Beta pres or already taking
G9190,Medical reason for no beta
G9191,Pt reason for no beta
G9192,System reason for no beta
G9193,Doc not eligible for dep med
G9194,Mdd pt treated for 180d
G9195,Mdd pt not treated for 180d
G9196,Med reason for no ceph
G9197,Order for ceph
G9198,No order for ceph no reason
G9199,Doc reason for no vte
G9200,No reason for no vte
G9201,Vte given upon admission
G9202,Hep c aby pos
G9203,Hep c rna done prior to med
G9204,No reason for no hep c rna
G9205,Hep c antiviral started
G9206,Hep c therapy started
G9207,Hep c genotype prior to med
G9208,No reason for no hep c geno
G9209,Hep c rna 4to12 wk after med
G9210,No hepc rna after med docrsn
G9211,No hepc rna after med no rsn
G9212,Doc of dsm-iv init eval
G9213,No doc of dsm-iv
G9214,Cd4 count documented
G9215,No cd4 count no reason
G9216,No pcp proph at dx no reason
G9217,No pcp proph low cd4 norsn
G9218,No pcp prop low at cd4 norsn
G9219,No oder pjp for med reason
G9220,No order for pjp for medrsn
G9221,Pjp proph prescribed
G9222,Pjp proph ordered low cd4
G9223,Pjp proph ordered cd4 low
G9224,Medrsn no foot exam
G9225,Norsn no foot exam
G9226,3 comp foot exam completed
G9227,"Foa doc, care plan not doc"
G9228,Gc chl syp documented
G9229,Ptrsn no gc chl syp test
G9230,Norsn for gc chl syp test
G9231,Doc esrd dia trans preg
G9232,Ptrsn no comm comorbid
G9233,Tkr composite
G9234,Tkr intent
G9235,Gs mg composite
G9236,Op rad mg composite
G9237,Gs mg intent
G9238,Op rad mg intent
G9239,Doc rsn hemod & cath acc
G9240,Doc pt w cath maint dia
G9241,Doc pt w out cath maint dia
G9242,Doc viral load >=200
G9243,Doc viral load <200
G9244,Antiviral not ordered
G9245,Antiviral ordered
G9246,No enc or enc/vir ld 90days
G9247,2 enc enc/vir ld 90d
G9248,No med visit 6mo
G9249,Med visit w in 6mo
G9250,Doc of pain comfort 48hr
G9251,Doc no pain comfort 48hr
G9252,Neo detect scrn colo
G9253,No neo detect scrn colo
G9254,Doc pt dischg >2d
G9255,Pt dc home 2nd po day
G9256,Doc of pat death after cas
G9257,Doc of pat stroke after cas
G9258,Doc of pat stroke after cea
G9259,Survive/no stroke post cas
G9260,Doc of pat death after cea
G9261,Survive/no stroke post cea
G9262,Doc of death post-aaa repair
G9263,Doc of disch post-aaa repair
G9264,Doc rsn hemod w/cath >=90d
G9265,Doc cath >90d for maint dia
G9266,Norsn pt cath >=90d
G9267,Doc comp or mort w in 30d
G9268,Doc comp or mort w in 90d
G9269,Doc no comp or mort w in 30d
G9270,Doc no comp or mort w in 90d
G9271,Ldl under 100
G9272,Ldl 100 and over
G9273,Sys<140 and dia<90
G9274,Bp out of nrml limits
G9275,Doc of non tobacco user
G9276,Doc of tobacco user
G9277,Doc daily aspirin or contra
G9278,Doc no daily aspirin
G9279,Pne scrn done doc vac done
G9280,Pne not given norsn
G9281,Pne scrn done doc not ind
G9282,Doc medrsn no histo type
G9283,Hist type doc on report
G9284,No hist type doc on report
G9285,Site not small cell lung ca
G9286,Antibio rx w in 10d of sympt
G9287,No antibio w in 10d of sympt
G9288,Doc medrsn no hist type rpt
G9289,Doc type nsm lung ca
G9290,No doc type nsm lung ca
G9291,Not nsm lung ca
G9292,Medrsn no pt category
G9293,No pt category on report
G9294,Pt cat and thck on report
G9295,Non cutaneous loc
G9296,Doc share dec prior proc
G9297,No doc share dec prior proc
G9298,Eval risk vte card 30d prior
G9299,No eval risk vte card prior
G9300,Doc medrsn no compl antibio
G9301,Doc compl inf antibio
G9302,Norsn incomp inf antibio
G9303,Norsn no pros info op rpt
G9304,Pros info op rpt
G9305,No interv req for leak
G9306,Interv req for leak
G9307,No ret for surg w in 30d
G9308,Unpl ret or w/compl w/in 30d
G9309,No unplnd hosp readm in 30d
G9310,Unplnd hosp readm in 30d
G9311,No surg site infection
G9312,Surgical site infection
G9313,Amoxic not presc as 1st line
G9314,Norsn not first line amox
G9315,Amox w/wo clav rx
G9316,Doc comm risk calc
G9317,No doc comm risk calc
G9318,Image std nomenclature
G9319,Image not std nomenclature
G9320,Medrsn no std nomenclature
G9321,Prev ct nuc med cnt doc 12mo
G9322,No cnt ct nuc med doc 12mo
G9323,Mdrsn no doc cnt of ct
G9324,Not all data norsn
G9325,Medrsn no ct rpt to reg
G9326,"Ct done no rad ds index, nrg"
G9327,Ct done rad ds index
G9328,Medrsn no dicom format doc
G9329,Norsn no dicom format doc
G9340,Dicom format doc on rpt
G9341,Srch for ct w in 12 mos
G9342,No srch for ct in 12mo norsn
G9343,Medrsn no dicom srch
G9344,Sysrsn no dicom srch
G9345,Follow up pulm nod
G9346,No follow up pulm nod
G9347,No follow up pulm nod norsn
G9348,Doc rsn for ord ct scan
G9349,Ct within 28 days
G9350,No doc sinus ct 28d or dx
G9351,Doc >1 sinus ct w 90d dx
G9352,Not >1 sinus ct w 90d dx
G9353,Medrsn >1 sinus ct w 90d dx
G9354,1 or no ct sinus w/in 90d dx
G9355,No early ind/delivery
G9356,Early ind/delivery
G9357,Pp eval/edu perf
G9358,Pp eval/edu not perf
G9359,Neg mgd pos tb notact
G9360,No doc of neg or man pos tb
G9361,Doc rsn elect c-sec/induct
G9362,Mac or pnb w/o genanes >60m
G9363,Mac or pnb w/o genanes <60m
G9364,Sinus caus bac inx
G9365,1high risk med ord
G9366,1high risk no ord
G9367,>= 2 same hi-rsk med ord
G9368,>= 2 same hi-rsk med not ord
G9369,Fill 2 rx antipsych
G9370,Not fill 2 rx antipsych
G9376,Contd ret attach at 6mth f/u
G9377,No ret attach after 6mt
G9378,Contd ret attach f/u vis
G9379,No acheive flat ret 6mth
